"l","u","trt"
2.43332826765254,3.2500557723688,"0"
0.325303021236323,2.52793582854792,"0"
0.438005643081851,2.19053532870021,"0"
0,2.10336208110675,"0"
2.17533018614631,4.43853990582284,"0"
1.23962585348636,2.14481581700966,"0"
2.37865352188237,3.92736034584232,"0"
0,1.7475782323163,"0"
1.62917023641057,Inf,"0"
1.44102122285403,2.95281041879207,"0"
0.796847512247041,2.70570458262227,"0"
3.34211033943575,5.04282528709155,"0"
0,1.67786891688593,"0"
2.8682362602558,4.96964516991284,"0"
4.00641327723861,Inf,"0"
0.964403589605354,3.42924844997469,"0"
1.60380882734898,2.61183136724867,"0"
0.678858091123402,3.06905070261564,"0"
2.71937619603705,Inf,"0"
4.11380839708727,Inf,"0"
0,1.66129196179099,"0"
1.92889308964368,3.32642294059042,"0"
2.11611054779496,Inf,"0"
1.52153060422279,3.5492477111984,"0"
2.78027970285621,Inf,"0"
3.92927466891706,Inf,"0"
0,1.76836246741004,"0"
2.86161470750812,3.45735914714169,"0"
2.16170375235379,Inf,"0"
0,1.09422728128266,"0"
2.00386941607576,3.76503585663158,"0"
0,2.0560393948108,"0"
2.40879618853796,3.5488272755174,"0"
0,1.6338247252861,"0"
0,1.97876388265286,"0"
0,1.98850703833159,"0"
0,0.765950402710587,"0"
1.92455858690664,3.86115495988633,"0"
0.983557194122113,Inf,"0"
1.50631014432292,2.50263509165961,"0"
0,1.6899077675771,"0"
1.50760537770111,2.65071609988809,"0"
3.46169970347546,5.29380715277512,"0"
2.52963379782159,Inf,"0"
0.271781128249131,2.15299737756141,"0"
2.95509414514527,5.36857335595414,"0"
0,2.33431471395306,"0"
1.74434019019827,Inf,"0"
0,2.07409098860808,"0"
1.09677896311041,3.09859296714421,"0"
3.52737742825411,4.1952156095067,"0"
0.142045456450433,1.76125151629094,"0"
0,1.33006766845938,"0"
0.722149138455279,Inf,"0"
1.49482314300258,3.31101636809763,"0"
4.26799058972392,Inf,"0"
2.92035162041429,Inf,"0"
0,2.25702363823075,"0"
0,1.54639040410984,"0"
4.46424699446652,Inf,"0"
0,2.16245900432114,"0"
2.41389571339823,4.4263535895152,"0"
0.595305460738018,1.89704093674663,"0"
4.37397331872489,Inf,"0"
0.90076249325648,3.05122863792349,"0"
2.06573499017395,3.8146589207463,"0"
3.39661033009179,Inf,"0"
1.65262363792863,4.019529504003,"0"
1.45363144401927,3.13639105937909,"0"
2.81407452304848,Inf,"0"
3.32739226927515,Inf,"0"
0.644807753269561,3.07258174056187,"0"
0.71564156212844,3.04675242339727,"0"
3.91544254962355,Inf,"0"
4.14820779289585,6.0728578857379,"0"
1.22369511052966,2.51325997815002,"0"
0.954250219510868,2.39526925957762,"0"
0,1.72099243209232,"0"
2.55226637003943,Inf,"0"
0,1.53255355602596,"0"
0.00061023747548461,2.07598434993997,"0"
4.12092261190992,Inf,"0"
0,0.829644891200587,"0"
3.96523500792682,Inf,"0"
0.686770082684234,2.38358622533269,"0"
1.61840248736553,Inf,"0"
1.01135689998046,2.96569831087254,"0"
2.1743382391287,Inf,"0"
2.49495254945941,4.01546203822363,"0"
0,0.691873175674118,"0"
1.95908459485509,3.62871651013847,"0"
1.77885288954712,3.50122420641128,"0"
1.45319084229413,3.85023920389358,"0"
2.80033672926947,Inf,"0"
2.69434299436398,Inf,"0"
3.58878056809772,Inf,"0"
0.782857985468581,2.3865616787225,"0"
4.87856336170807,Inf,"0"
2.8910748945782,Inf,"0"
0.883520498173311,2.10890994407237,"0"
3.4187453071354,Inf,"0"
0,2.45589301630389,"0"
2.47391515702475,Inf,"0"
0,1.82936439930927,"0"
0,2.22118420759216,"0"
3.61674987187143,5.57728253072128,"0"
0,2.32873008411843,"0"
0,2.38724013091996,"0"
2.3357235948788,4.6552410221193,"0"
1.39634010265581,3.73638435150497,"0"
1.09218636876903,3.14893061353359,"0"
2.91193683398888,4.61287743935827,"0"
1.32381497416645,3.69515097467229,"0"
1.73680507927202,3.4157859638799,"0"
3.48792589327786,5.6553480628645,"0"
3.6151248292299,5.61795153887942,"0"
2.66355388099328,2.91819107427727,"0"
3.64449226937722,5.35489347123075,"0"
2.21498914819676,Inf,"0"
0,2.04892299487256,"0"
3.19551217020489,Inf,"0"
4.34640870778821,5.97930339805316,"0"
0.176377256284468,1.34498137806077,"0"
0.200788475340232,1.17000951257069,"0"
2.13552621309645,Inf,"0"
2.81451839371584,3.2140471850289,"0"
0,1.61001042695716,"0"
0.470412785070948,2.82382052042522,"0"
0.992903019068763,2.86349550820887,"0"
1.28057344467379,3.26785612734966,"0"
3.10958776623011,4.82596423535142,"0"
4.91545056400355,Inf,"0"
0,1.52941147505771,"0"
0,1.09921308234334,"0"
2.38742906716652,4.34959902253468,"0"
1.08981608820613,2.30582829914056,"0"
2.13347102457192,3.63957746478263,"0"
1.08856427948922,2.94397875317372,"0"
0.678575045312755,2.28823238518089,"0"
0.297159840120003,2.5564797827974,"0"
0.269205791992135,0.839104470796883,"0"
1.80499073874671,2.29642767866608,"0"
0.0289646087912843,1.19254029588774,"0"
2.61934437847231,3.47728537104558,"0"
1.50967396097258,3.55819686781615,"0"
2.90231494407635,4.9767530936515,"0"
0.989984112093225,1.27568766183686,"0"
0,1.24405785056297,"0"
4.40422076557297,Inf,"0"
2.11537158465944,3.41705035360064,"0"
0.00628955313004553,2.33290643955115,"0"
0,2.41571110032964,"0"
0,2.15508428111207,"0"
0,1.43053866515402,"0"
4.16476101963781,Inf,"0"
4.04803854005877,Inf,"0"
2.8738206194248,5.13562033302151,"0"
0,1.84311618737411,"0"
0,1.83651360450312,"0"
0,0.518731470801868,"0"
0,2.03330228396226,"0"
0.351928676245734,1.5034483600175,"0"
2.24046303832438,4.46024516306352,"0"
1.62104901100975,3.79991987545509,"0"
3.06232498434838,Inf,"0"
2.09900650894269,4.07982419477776,"0"
0.198010100866668,2.57850476598833,"0"
0,1.87527040077839,"0"
3.34706538647879,Inf,"0"
1.82883913279511,3.32989379297942,"0"
3.93232330388855,5.01086366188247,"0"
3.90648639702704,4.67135223909281,"0"
2.00147359224502,Inf,"0"
1.87370832834858,2.55788336566184,"0"
4.50617480208166,Inf,"0"
0,1.91898962599225,"0"
2.50234576058574,Inf,"0"
0,2.24237908201758,"0"
1.09073819010518,2.71745664242189,"0"
1.9826639542589,2.84107783692889,"0"
0.0881111470516771,1.41927859163843,"0"
0,0.95045558467973,"0"
4.51081077335402,Inf,"0"
3.1481692485977,Inf,"0"
1.48622138949577,2.74268558132462,"0"
3.54160699818749,Inf,"0"
2.95042180048767,5.26061044773087,"0"
