"l","u","trt"
0,1.84202837117482,"0"
2.18431813002098,4.3948863085825,"0"
0,1.34538155281916,"0"
0.855251975008287,3.33900459751021,"0"
0.833116259309463,2.76523472042754,"0"
1.92203805374447,3.46054521505721,"0"
0,0.6023666029796,"0"
1.57397697563283,3.8192683813395,"0"
0,1.94995204627048,"0"
0.750604931381531,2.50048876274377,"0"
0,1.97519460809417,"0"
0,1.85339125979226,"0"
3.23793830815703,Inf,"0"
2.23439168010373,3.41654139163438,"0"
0,1.57314776908606,"0"
1.5541132283397,2.28104592650197,"0"
4.18190970085561,6.03633054066449,"0"
0,1.56841270800214,"0"
2.31563942448702,Inf,"0"
1.29354325006716,2.83622381044552,"0"
0.860039332765155,1.89775058883242,"0"
2.47006805904675,Inf,"0"
1.74086349376012,3.98618886712939,"0"
0.28722508053761,2.4380878690863,"0"
4.38851467857603,Inf,"0"
1.05369001161307,3.14744342351332,"0"
0.211977330618538,2.16039272258058,"0"
1.33313329250086,2.79429220536258,"0"
4.47162697673775,Inf,"0"
1.33873826358467,2.58556390355807,"0"
0.84825933794491,2.82040014048107,"0"
0,1.89060982607771,"0"
0,2.19723816029727,"0"
1.87229831819423,Inf,"0"
4.16804770531598,Inf,"0"
0,1.84794665954541,"0"
4.79823630477767,Inf,"0"
2.185371502419,3.7387744145235,"0"
3.09177723247558,5.54432229255326,"0"
0,1.28853628702927,"0"
0.246725874021649,2.42385455116164,"0"
1.18226753664203,3.6217822926119,"0"
2.51956042076927,4.04900024586823,"0"
0,1.79677034786437,"0"
1.66912199405488,Inf,"0"
0,2.14932306669652,"0"
2.34615038090851,Inf,"0"
2.35183937416878,2.8452358749928,"0"
0,2.08545855130069,"0"
3.77268956042826,Inf,"0"
1.56257868628018,2.1936848590849,"0"
0,2.22699926875066,"0"
2.68995460064616,Inf,"0"
1.19821722735651,2.67284530040342,"0"
0.941133998567238,3.20211207028478,"0"
0,2.42849195434246,"0"
0.689608503016643,2.39002787449863,"0"
0.474532326916233,2.69217597669922,"0"
1.71735937648918,2.12466066819616,"0"
0,1.78575666213874,"0"
0,1.0264435276622,"0"
2.30221763253212,3.1642626185203,"0"
1.69186823943164,3.72654955543112,"0"
2.12973321729805,3.95750939962454,"0"
0,2.36216142773628,"0"
2.10869635513518,3.3089900307823,"0"
0,1.40309160749894,"0"
1.14075729623437,Inf,"0"
2.16874552308582,Inf,"0"
0.842661604983732,1.78795825573616,"0"
1.29356345161796,2.08482187998015,"0"
2.5679162814049,3.88293518859427,"0"
2.6070773229003,3.24510955600999,"0"
0.807806099765003,2.164215791272,"0"
1.98527999862563,3.72897206339985,"0"
0.98982494440861,2.41306114301551,"0"
1.49155393301044,3.77868591691367,"0"
4.62257095205132,Inf,"0"
4.46093085571192,Inf,"0"
0,2.14800436922815,"0"
3.03141742944717,Inf,"0"
1.96974541351665,3.85394381126389,"0"
0,2.07195346767548,"0"
0,2.4489145167172,"0"
1.03029150050133,2.77966900495812,"0"
3.86732868966646,Inf,"0"
1.94761186663527,Inf,"0"
0.704717441694811,2.25271047733258,"0"
0,2.25181153102312,"0"
0,1.77985371032264,"0"
