"l","u","trt","strata"
1.22487623803318,2.94748041639104,"0","S1"
0,0.944114520214498,"0","S1"
1.68502251897007,2.34280573343858,"0","S1"
0,1.68019922357053,"0","S1"
0.888241522945464,2.19869160512462,"0","S1"
0.882063466124237,2.50450844923034,"0","S1"
1.14603115199134,2.18711005710065,"0","S1"
0.824086305685341,2.67251331312582,"0","S1"
2.26126697426662,3.77432042080909,"0","S1"
0.374684349168092,1.62325660698116,"0","S1"
3.7011247635819,Inf,"0","S1"
0.464139259420335,2.33546699909493,"0","S1"
1.71247954573482,Inf,"0","S1"
0.300934316124767,2.25052093109116,"0","S1"
0,1.79053603718057,"0","S1"
1.39363807346672,3.3772641569376,"0","S1"
0,1.89569931896403,"0","S1"
1.53509047674015,3.37322107655928,"0","S1"
0.798631732817739,1.23504990525544,"0","S1"
0.698232777416706,2.37071730103344,"0","S1"
0,1.46013610390946,"0","S1"
1.47434102324769,2.83831960428506,"0","S1"
2.4774682270363,4.30735219689086,"0","S1"
1.77883157506585,2.82625270215794,"0","S1"
3.19289042102173,Inf,"0","S1"
2.00109002459794,2.65862142760307,"0","S1"
0.650978290941566,Inf,"0","S1"
1.333104966674,1.82000541454181,"0","S1"
0.868586530908942,2.51570166274905,"0","S1"
0,1.99848742876202,"0","S1"
0.470900435466319,1.27617112221196,"0","S1"
1.47168220300227,2.98707720870152,"0","S1"
1.75904128793627,3.61044078366831,"0","S1"
0.857034895569086,1.93753483798355,"0","S1"
0.33648433862254,1.65552132902667,"0","S1"
2.82297922857106,Inf,"0","S1"
0.917198667768389,2.21591408271343,"0","S1"
2.78240390075371,Inf,"0","S1"
2.32242717687041,Inf,"0","S1"
0.850100427865982,2.59110025083646,"0","S1"
0.64732224214822,2.1317383912392,"0","S1"
0.438249189872295,2.3457953883335,"0","S1"
2.2352600004524,Inf,"0","S1"
0,1.07621027017012,"0","S1"
2.46248179394752,3.43861460499465,"0","S1"
0,0.998563140165061,"0","S1"
2.36173824127764,Inf,"0","S1"
0.850405742879957,2.16343039134517,"0","S1"
0,1.85791033133864,"0","S1"
0,0.904638781677932,"0","S1"
0,1.74365781946108,"0","S1"
0,1.88675937242806,"0","S1"
2.65993159310892,3.5954123120755,"0","S1"
1.68913337774575,3.49713924806565,"0","S1"
1.07795158959925,1.71591930976138,"0","S1"
0,0.890320162288845,"0","S1"
0,1.67245689919218,"0","S1"
0,1.75323815410957,"0","S1"
0.432563270907849,1.79067929880694,"0","S1"
0,1.12475107423961,"0","S1"
0.359121685381979,2.13661839161068,"0","S1"
2.68063107179478,4.4441804299131,"0","S1"
1.18905936693773,2.12607337161899,"0","S1"
1.59426158620045,Inf,"0","S1"
0,1.20349159929901,"0","S1"
1.18605813756585,3.0972213880159,"0","S1"
0.85445598512888,2.38613425008953,"0","S1"
0,0.955581994727254,"0","S1"
0.613923958037049,2.47522846888751,"0","S1"
0,1.99790747417137,"0","S1"
0.433775048237294,1.35238631861284,"0","S1"
2.71737210126594,Inf,"0","S1"
0.864758264739066,2.84572575241327,"0","S1"
3.61211120244116,Inf,"0","S1"
0.939902682323009,Inf,"0","S1"
0.425468784291297,1.48152757715434,"0","S1"
0.022898256778717,1.7058736779727,"0","S1"
0,1.62760007707402,"0","S1"
1.4337568464689,2.74778493586928,"0","S1"
0.697605090215802,Inf,"0","S1"
0,1.67217772081494,"0","S1"
0,1.84851173311472,"0","S1"
0.809274441096932,2.29984467988834,"0","S1"
1.85133243631572,2.50720952497795,"0","S1"
2.59148744074628,Inf,"0","S1"
0,1.6220240383409,"0","S1"
0,1.19771574949846,"0","S1"
1.01450914377347,1.47172836633399,"0","S1"
2.3225364331156,Inf,"0","S1"
0.922060606535524,2.04529213998467,"0","S1"
0.3541130409576,1.27392846811563,"0","S1"
2.23921486223117,2.98674426553771,"0","S1"
0,1.98962155217305,"0","S1"
0,1.74683273676783,"0","S1"
0,0.734374785795808,"0","S1"
0.190125579945743,2.11285354429856,"0","S1"
2.72077190550044,Inf,"0","S1"
1.13150214590132,Inf,"0","S1"
1.54906630050391,Inf,"0","S1"
1.76515939505771,2.22704212320969,"0","S1"
