"l","u","trt","strata"
1.08059057500213,2.96122200507671,"0","S1"
0,1.16547587653622,"0","S1"
1.22118548164144,1.82374027557671,"0","S1"
1.99102033628151,2.89849257376045,"0","S1"
1.66800497332588,2.7669641552493,"0","S1"
0,1.2623168961145,"0","S1"
2.10699646128342,3.17337640188634,"0","S1"
0,1.55445125233382,"0","S1"
0,1.15733034955338,"0","S1"
0,1.4691959717311,"0","S1"
0,1.20205717161298,"0","S1"
1.58793910080567,1.7955830655992,"0","S1"
1.93023066222668,Inf,"0","S1"
0,1.85840357048437,"0","S1"
0,1.012897123117,"0","S1"
1.60700126038864,3.54413797799498,"0","S1"
1.87245568120852,3.37877118075266,"0","S1"
1.93524175835773,3.31300698500127,"0","S1"
1.12764995079488,2.24812473123893,"0","S1"
0.900566989555955,2.43756943335757,"0","S1"
0.720357951242477,2.35200486611575,"0","S1"
0,1.73712632013485,"0","S1"
0,1.79544141422957,"0","S1"
0,1.34641535766423,"0","S1"
1.49546406324953,1.85206354176626,"0","S1"
1.92303847754374,Inf,"0","S1"
0,1.50892115430906,"0","S1"
1.96091278223321,3.50526674464345,"0","S1"
0,1.3029769458808,"0","S1"
0.801238435320556,Inf,"0","S1"
1.63137916941196,3.27200813870877,"0","S1"
1.25590129755437,3.14228877332062,"0","S1"
0,1.09368228632957,"0","S1"
0,1.66038893302903,"0","S1"
0,1.26541643636301,"0","S1"
0.314006796572357,1.8736046589911,"0","S1"
1.86845081485808,Inf,"0","S1"
2.26110766967759,Inf,"0","S1"
2.08970617689192,3.81996148312464,"0","S1"
2.01782980654389,Inf,"0","S1"
2.57762624695897,4.42198767373338,"0","S1"
1.92873055068776,Inf,"0","S1"
0,1.1215870003216,"0","S1"
3.17705097189173,Inf,"0","S1"
2.87078971927986,Inf,"0","S1"
0.663370518479496,2.56903057219461,"0","S1"
0,1.27726619131863,"0","S1"
0,1.74773859186098,"0","S1"
0,1.77010943647474,"0","S1"
1.36318354774266,2.96121041476727,"0","S1"
0.653364796657115,1.83959922334179,"0","S1"
0,1.5448018447496,"0","S1"
0,1.66812901059166,"0","S1"
1.57493156008422,2.97401866922155,"0","S1"
3.28756123408675,Inf,"0","S1"
0,1.80843276996166,"0","S1"
2.78002997674048,Inf,"0","S1"
0,0.686875181738287,"0","S1"
0.23550475621596,1.21971384389326,"0","S1"
0,1.85872773081064,"0","S1"
2.11578418547288,Inf,"0","S1"
0,1.99912691256031,"0","S1"
1.14249646896496,3.02949814731255,"0","S1"
1.81453871168196,3.50582549488172,"0","S1"
1.15684220520779,2.02974293800071,"0","S1"
3.12977340072393,4.8005115785636,"0","S1"
1.82144963182509,3.66118242079392,"0","S1"
2.05222018947825,2.98858318058774,"0","S1"
0.403645752929151,2.30481846397743,"0","S1"
0.63518707966432,2.01252279989421,"0","S1"
0.784464163240045,2.73384492704645,"0","S1"
1.94814079301432,2.55007703322917,"0","S1"
1.23503940319642,2.74640546739101,"0","S1"
1.64151164097711,3.42353858798742,"0","S1"
0.872576884925365,Inf,"0","S1"
0.453320084139705,2.03267756570131,"0","S1"
0,1.73615592159331,"0","S1"
1.12287461850792,2.40315234242007,"0","S1"
0,1.36206867732108,"0","S1"
0.746751359663904,1.93043270660564,"0","S1"
0.817816569004208,2.66576797422022,"0","S1"
0,1.83406700240448,"0","S1"
1.67954905610532,3.63763443380594,"0","S1"
0.991268446668983,1.41209808038548,"0","S1"
0.668172955978662,1.81903384579346,"0","S1"
1.39375964831561,Inf,"0","S1"
1.58700153278187,3.48742280015722,"0","S1"
0,1.96841508243233,"0","S1"
0,1.58696650806814,"0","S1"
1.80900766421109,Inf,"0","S1"
0.478603422176093,2.35472560441121,"0","S1"
2.1874302662909,Inf,"0","S1"
2.15586064429954,Inf,"0","S1"
3.36517788888887,Inf,"0","S1"
1.17558881733567,2.51453519845381,"0","S1"
2.1329195140861,Inf,"0","S1"
3.69032834796235,Inf,"0","S1"
0.652617667336017,1.45110916579142,"0","S1"
1.32955551100895,2.71325285034254,"0","S1"
0,1.60489793727174,"0","S1"
0.866922167595476,2.57151336222887,"0","S1"
2.25841973675415,4.05312272533774,"0","S1"
0.603787225671113,1.54235993837938,"0","S1"
0.710255692247301,2.36525258747861,"0","S1"
1.84004973014817,2.33757696254179,"0","S1"
1.44843888189644,3.19869412109256,"0","S1"
0,0.7971753757447,"0","S1"
1.00831119110808,2.44870868930593,"0","S1"
0,0.715490682516247,"0","S1"
3.03288559149951,4.66093179536983,"0","S1"
1.7445189463906,3.41747519932687,"0","S1"
1.65660715522245,3.49028527829796,"0","S1"
1.48349542822689,2.56837996002287,"0","S1"
1.76028758054599,2.62162746442482,"0","S1"
2.79258916620165,Inf,"0","S1"
0.587862342596054,2.2959310640581,"0","S1"
1.24456892441958,2.94270359398797,"0","S1"
1.44204549165443,1.9901414657943,"0","S1"
1.24119779327884,2.29426422063261,"0","S1"
0,1.08706991840154,"0","S1"
0.774038875941187,1.54175680363551,"0","S1"
0.977425440680236,2.24610708281398,"0","S1"
0,0.897010356653482,"0","S1"
0.133936426602304,1.19681480200961,"0","S1"
1.22089352691546,2.53898928081617,"0","S1"
2.95721831684932,Inf,"0","S1"
2.1526553472504,3.89506595395505,"0","S1"
0.92809297516942,2.5278775789775,"0","S1"
0,0.828757971059531,"0","S1"
0,1.82030010130256,"0","S1"
2.10357520123944,3.84552883496508,"0","S1"
1.0075024808757,2.41846625879407,"0","S1"
0.820920842699707,2.57031142711639,"0","S1"
1.64349279226735,3.08078608801588,"0","S1"
1.04135242989287,2.78034013137221,"0","S1"
2.76332734292373,Inf,"0","S1"
2.26218489045277,Inf,"0","S1"
0,1.09280948201194,"0","S1"
0,0.855013276915997,"0","S1"
2.32508215121925,Inf,"0","S1"
0,1.71375768072903,"0","S1"
1.12947382545099,2.66846200078726,"0","S1"
2.57021383242682,Inf,"0","S1"
1.89643840212375,3.82551832310855,"0","S1"
1.00792651018128,3.00386858731508,"0","S1"
0.364578785840422,1.21505903825164,"0","S1"
1.38141891919076,3.16047511110082,"0","S1"
0.896562036592513,2.39344359468669,"0","S1"
1.53589700674638,1.87229334982112,"0","S1"
1.46408719755709,Inf,"0","S1"
1.47055267402902,2.05409492505714,"0","S1"
1.54557227063924,3.053575752303,"0","S1"
1.67059909924865,Inf,"0","S1"
1.45739669073373,1.65541508886963,"0","S1"
1.02628152817488,1.60635270597413,"0","S1"
0.342107611708343,1.80952979857102,"0","S1"
0,1.89670306118205,"0","S1"
0,1.55367368925363,"0","S1"
0.645704804453999,2.13485095789656,"0","S1"
1.40110992779955,2.29910772433504,"0","S1"
0.203830991871655,1.50976496934891,"0","S1"
1.79108387697488,2.61327880853787,"0","S1"
2.12557992665097,Inf,"0","S1"
