"l","u","trt"
1.10567545867525,1.72112726059277,"0"
1.36157348100096,2.12038175482303,"0"
2.34118877886795,Inf,"0"
1.70218932896387,2.80203779856674,"0"
1.79873119108379,2.13394591910765,"0"
1.55102692369837,2.73931121325586,"0"
0,1.17103677371051,"0"
2.63238499732688,3.09486993681639,"0"
1.42860202048905,Inf,"0"
2.11215340637136,3.56854156893678,"0"
1.98128834576346,2.80192870949395,"0"
1.14756942994427,1.56195319478866,"0"
0.616736011812463,1.84925904683769,"0"
1.13652588869445,2.56576162471902,"0"
0,1.36250006966293,"0"
2.11940753948875,2.35847136110533,"0"
2.25149777694605,2.48651831690222,"0"
1.26100758067332,1.78333767328877,"0"
0,1.10276721068658,"0"
1.18628093088046,2.46177488740068,"0"
2.07050962618086,2.81063646299299,"0"
0.952667096396908,2.26124440028798,"0"
2.43820756184869,Inf,"0"
0.960661780438386,1.74620783154387,"0"
1.31323013012297,1.65497343451716,"0"
1.38743006391451,1.99335234146565,"0"
1.41848638805095,2.73302838450763,"0"
0.1002339462284,1.4434863505885,"0"
0,0.945674439193681,"0"
2.20553722756449,3.46956901322119,"0"
0.611903662676923,1.86192992131691,"0"
3.18709775351454,Inf,"0"
0.621659631491639,1.65239701105747,"0"
0,0.74431926291436,"0"
0,1.34770590544213,"0"
0.885288652265444,2.1847069527721,"0"
1.87493091181386,2.84828674548771,"0"
0.0348724806681275,1.00754962081555,"0"
2.26435667497572,Inf,"0"
1.47943810676225,2.63664117164444,"0"
0,1.23431441118009,"0"
0.969797228579409,1.62186381791253,"0"
2.56587124743965,Inf,"0"
1.53800239297561,Inf,"0"
2.05482989049051,2.87341791274957,"0"
0.652320383582264,2.02959622512572,"0"
1.19832942041103,2.07763991248794,"0"
1.59329499397427,2.83670047076885,"0"
1.50639227579813,2.13584167684894,"0"
1.38260751357302,2.05645061074756,"0"
1.90260796411894,Inf,"0"
0.231045891763642,1.63801128929481,"0"
1.01248762628529,1.90311489568558,"0"
2.08393266331404,Inf,"0"
0.84051804500632,1.72644989797845,"0"
1.03682648018003,1.81665639707353,"0"
1.14559662365355,2.54060474666767,"0"
2.61298899992835,Inf,"0"
0.549553066142835,1.54658756149001,"0"
1.54345980612561,2.23178901826032,"0"
0,1.18017458659597,"0"
1.87959468062036,Inf,"0"
0,1.24490549101029,"0"
0,0.806349597405642,"0"
1.53417131316382,Inf,"0"
0,1.06666471192148,"0"
1.86706912214868,2.61947533325292,"0"
0.294187390012667,1.56808264343999,"0"
2.2463952745311,3.56959911540616,"0"
1.06316660076845,1.84730163076892,"0"
1.3231569546042,Inf,"0"
1.79812741500791,2.95344928291161,"0"
0.0586361351888627,1.51808321219869,"0"
2.7332890155958,3.4992615643423,"0"
0.936604558490217,2.1136944318423,"0"
0,1.19686062529217,"0"
2.25125758477952,3.02296443306841,"0"
1.53098140005022,Inf,"0"
0.914966023061424,2.34764428634662,"0"
1.3206427161349,1.8438127480913,"0"
0.998331998242065,2.39310430723708,"0"
0.853258489631116,1.80185540299863,"0"
0.906919293338433,2.0395369946491,"0"
1.24646910431329,2.19934231066145,"0"
0,1.46606890799012,"0"
0,1.07160376687534,"0"
1.89099901670124,Inf,"0"
2.32386371714529,3.03834822261706,"0"
1.27602501190268,2.76295057218522,"0"
0,0.729264546185732,"0"
0,1.2446347118821,"0"
1.77459107735194,3.22552325308789,"0"
0.877505651442334,1.53904779825825,"0"
0,1.37010939361062,"0"
0.263735788408667,1.56199287367053,"0"
1.35733917611651,2.43591860448942,"0"
1.96378698537592,3.06993873068132,"0"
0.991133658215404,2.45046328520402,"0"
0.82157060794998,1.69911302940454,"0"
0,1.2156368092401,"0"
1.10298842098564,2.50202056858689,"0"
