"l","u","trt","strata"
0.851336015854031,1.6445569167845,"0","S1"
0,0.458905949024484,"0","S1"
0,0.593273806851357,"0","S1"
0.965363617287949,Inf,"0","S1"
0.861922091804445,1.51002334547229,"0","S1"
1.65218496252783,2.4977508704178,"0","S1"
2.03442573500797,Inf,"0","S1"
1.2082929064054,Inf,"0","S1"
0.966982874087989,1.9187862246763,"0","S1"
2.19861315563321,Inf,"0","S1"
0.679847419494763,1.3298545726575,"0","S1"
0.789076755288988,1.44764383952133,"0","S1"
2.00508084590547,2.43915023258887,"0","S1"
0,0.563360272208229,"0","S1"
1.62641353113577,2.06302153598517,"0","S1"
1.76760179246776,2.61477838433348,"0","S1"
1.87950048246421,2.24538225820288,"0","S1"
0.198674017563462,1.15858749928884,"0","S1"
0.789177042199299,1.28293471573852,"0","S1"
1.79206703044474,Inf,"0","S1"
0.74266091408208,1.29873081482947,"0","S1"
0.413333639968187,1.1783268104773,"0","S1"
0.665404995204881,1.10525576258078,"0","S1"
0,0.864682130748406,"0","S1"
0.581698662834242,1.16940839239396,"0","S1"
1.0927230801899,1.81607682351023,"0","S1"
0.995318015571684,1.62569282739423,"0","S1"
1.24797773873433,Inf,"0","S1"
1.59519996750169,Inf,"0","S1"
1.82753157778643,Inf,"0","S1"
1.39295321865939,1.85502660553902,"0","S1"
1.17478001816198,Inf,"0","S1"
1.06692997040227,1.58906579320319,"0","S1"
1.08986579207703,2.06925926543772,"0","S1"
0.962768743745983,1.92046935856342,"0","S1"
1.06392163108103,2.04980311333202,"0","S1"
0.87675251532346,Inf,"0","S1"
0.987260974710807,1.43440693081357,"0","S1"
1.25033900234848,1.65269053517841,"0","S1"
0.326945883454755,0.703634014120325,"0","S1"
2.06647132756189,Inf,"0","S1"
2.58250764664263,Inf,"0","S1"
0.981878352118656,1.75453192810528,"0","S1"
0.409235199913383,1.07756212097593,"0","S1"
0.73159050475806,1.36463515041396,"0","S1"
0,0.634126432007179,"0","S1"
0.851717129116878,1.71993341506459,"0","S1"
