"l","u","trt","strata"
0.645809062523767,1.60787606495433,"0","S1"
1.62660876824521,Inf,"0","S1"
0,0.673750473419204,"0","S1"
0,0.922982565360144,"0","S1"
0.559244375908747,1.40801492077298,"0","S1"
1.22488180128857,2.2124408101663,"0","S1"
0.81560340593569,1.12140948907472,"0","S1"
0,0.756908908253536,"0","S1"
1.99860925017856,2.43628490157425,"0","S1"
1.54768035956658,2.43204655917361,"0","S1"
0,0.536207189783454,"0","S1"
0,0.379743353230879,"0","S1"
0.969706403557211,1.72598004131578,"0","S1"
1.17231175443158,Inf,"0","S1"
1.40154426964,2.07770891231485,"0","S1"
0.945233530830592,1.65201107016765,"0","S1"
0.798134802142158,1.43270623520948,"0","S1"
1.27584238979034,Inf,"0","S1"
0.76319961482659,1.35515117668547,"0","S1"
1.01678038248792,1.70557106193155,"0","S1"
0.38926905952394,1.11869904515333,"0","S1"
0.170007155742496,0.86743842670694,"0","S1"
1.38831790583208,Inf,"0","S1"
0,0.823549510212615,"0","S1"
2.56993486871943,Inf,"0","S1"
1.38163170032203,2.11017699656077,"0","S1"
1.35646529123187,1.87744716694579,"0","S1"
0.592754835030064,1.23553347936831,"0","S1"
0.43124988116324,0.944899132708088,"0","S1"
1.18071900447831,Inf,"0","S1"
1.14217670401558,1.58994891936891,"0","S1"
1.02431082283147,1.38821867504157,"0","S1"
2.18396750255488,2.84131392021663,"0","S1"
0,0.719617567956448,"0","S1"
0.618405372835696,1.57448918395676,"0","S1"
0.979127841768786,1.66748681897298,"0","S1"
0.255805735243484,0.612440255703405,"0","S1"
0.424476352985948,0.919374267570674,"0","S1"
1.82302721706219,Inf,"0","S1"
0.648005803115666,1.35331118060276,"0","S1"
0.126910866703838,0.52253843145445,"0","S1"
1.78287427290343,2.58375369221903,"0","S1"
1.45165302720852,Inf,"0","S1"
0,0.192192096961662,"0","S1"
2.40459368145093,Inf,"0","S1"
0,0.712870606221259,"0","S1"
0.724508172832429,Inf,"0","S1"
1.31198616418988,Inf,"0","S1"
0.993968395516276,1.61297250189818,"0","S1"
0.765116134891286,1.71737485704944,"0","S1"
1.28458380373195,Inf,"0","S1"
0.858415942639112,1.09447420132346,"0","S1"
0.711645000381395,1.26223520119675,"0","S1"
1.41003469796851,Inf,"0","S1"
1.49468429246917,2.2748071718961,"0","S1"
1.89499819488265,Inf,"0","S1"
1.57532927021384,Inf,"0","S1"
1.17485433374532,Inf,"0","S1"
1.24930559564382,Inf,"0","S1"
