"l","u","trt","strata"
0.0469429050572217,1.17715860530734,"0","S1"
1.22313384572044,2.2934496961534,"0","S1"
1.5565339718014,2.63245625188574,"0","S1"
0.907964635640383,2.49374556913972,"0","S1"
0,1.45933626685292,"0","S1"
1.65965998545289,Inf,"0","S1"
3.4830597830005,3.87752367323264,"0","S1"
0.0540304617024958,1.61232391325757,"0","S1"
0,1.68837444717064,"0","S1"
0,0.639473694842309,"0","S1"
1.21092663053423,2.99058186588809,"0","S1"
1.76536372257397,Inf,"0","S1"
0,1.06287138815969,"0","S1"
0,0.844663891941309,"0","S1"
2.48440559580922,Inf,"0","S1"
0.84076603455469,1.56857510609552,"0","S1"
1.3867819448933,2.97580703673884,"0","S1"
1.12433552462608,2.39522749278694,"0","S1"
0,1.87183252628893,"0","S1"
1.14813080523163,2.33063648734242,"0","S1"
2.74772558361292,Inf,"0","S1"
1.85213701287284,3.20304649183527,"0","S1"
0,1.82729402417317,"0","S1"
0.854295405559242,2.3266430082731,"0","S1"
0.891992804594338,1.45771609945223,"0","S1"
2.10973363323137,3.18519523600116,"0","S1"
0,1.54482683353126,"0","S1"
0,1.28763265302405,"0","S1"
1.71704915631562,3.70213518803939,"0","S1"
1.7402044381015,2.34239706397057,"0","S1"
0.515855465549976,0.864052973687649,"0","S1"
2.44279940053821,2.57171213300899,"0","S1"
1.08739280235022,3.05686795990914,"0","S1"
1.97264822525904,3.10053815878928,"0","S1"
1.15261983964592,1.6488224491477,"0","S1"
2.36171167995781,4.23344908189029,"0","S1"
0,1.76402154285461,"0","S1"
0,1.75203222921118,"0","S1"
0.891605389304459,2.57646986981854,"0","S1"
1.05229922523722,2.94966779882088,"0","S1"
1.12592521635816,2.99477969761938,"0","S1"
0,0.730033109430224,"0","S1"
0.263741611503065,1.99489541817456,"0","S1"
2.84507971815765,3.75195031706244,"0","S1"
0.473252805881202,2.08689698390663,"0","S1"
0,1.90823671594262,"0","S1"
0,0.967027800157666,"0","S1"
1.34693216299638,2.9083787444979,"0","S1"
1.82919746777043,3.55127810826525,"0","S1"
1.83758244942874,2.32429165299982,"0","S1"
0,0.879812688101083,"0","S1"
1.70184403192252,2.84514805721119,"0","S1"
1.80903993919492,2.63789508352056,"0","S1"
1.41965474234894,3.01670021843165,"0","S1"
0.0925039271824062,1.03480841591954,"0","S1"
2.04253378743306,3.40568679850549,"0","S1"
1.09768803417683,2.47735585970804,"0","S1"
0,1.80178832728416,"0","S1"
0,1.34809586871415,"0","S1"
2.44160055322573,Inf,"0","S1"
2.10024225292727,3.12822378845885,"0","S1"
1.79953999025747,3.15120307868347,"0","S1"
2.34182087052613,3.52201459463686,"0","S1"
0,0.788983044214547,"0","S1"
3.04944311501458,4.57092615729198,"0","S1"
1.46553488681093,3.1314475396648,"0","S1"
0.240801906678826,1.08779657119885,"0","S1"
0,1.89794630743563,"0","S1"
2.98802631720901,4.60742664383724,"0","S1"
2.91977772908285,Inf,"0","S1"
1.2524588550441,2.88246788829565,"0","S1"
1.80522856442258,2.585580709856,"0","S1"
1.86724751489237,3.07076376955956,"0","S1"
0,1.69792948430404,"0","S1"
0,1.20884805032983,"0","S1"
2.89255766058341,3.28137390036136,"0","S1"
1.18176286993548,3.03381535224617,"0","S1"
0,1.10193214612082,"0","S1"
2.13036931911483,3.09507112530991,"0","S1"
2.63048306526616,4.53153578005731,"0","S1"
2.37528862152249,3.91143661597744,"0","S1"
0,1.82065843697637,"0","S1"
1.38538972148672,2.19728879909962,"0","S1"
2.40650389390066,3.46840592473745,"0","S1"
1.45734618557617,3.03385423263535,"0","S1"
0,1.59593880083412,"0","S1"
1.68516047112644,2.66543635260314,"0","S1"
1.81680045137182,2.80175698781386,"0","S1"
1.73516339948401,2.10740477778018,"0","S1"
1.21732600219548,2.3272998216562,"0","S1"
1.97638453589752,3.91044934326783,"0","S1"
1.16499035898596,3.06319907680154,"0","S1"
0,0.809016600251198,"0","S1"
2.97260412666947,Inf,"0","S1"
1.55764659959823,2.30914547620341,"0","S1"
2.65681787207723,4.54340934427455,"0","S1"
2.71557990415022,Inf,"0","S1"
1.33262332202867,2.5399496187456,"0","S1"
0.80571477022022,2.69948642002419,"0","S1"
0,1.98616977827623,"0","S1"
1.23381104692817,Inf,"0","S1"
0,0.855039994232357,"0","S1"
3.14734220458195,5.06448611523956,"0","S1"
0.931448556482792,2.83945955336094,"0","S1"
0,1.54245502129197,"0","S1"
1.50037016673014,2.04233631351963,"0","S1"
0,0.773573197424412,"0","S1"
0,1.92317741550505,"0","S1"
1.36234506266192,3.23550784075633,"0","S1"
0.511091358494014,2.19367444841191,"0","S1"
0.148997377604246,1.58351601380855,"0","S1"
1.90184431895614,2.62457832787186,"0","S1"
0,1.22886818880215,"0","S1"
2.53716278402135,4.10530054802075,"0","S1"
2.65234658494592,4.15539703192189,"0","S1"
0.640079653356224,2.45579269202426,"0","S1"
0.126612038351595,2.10047315200791,"0","S1"
0.435270072892308,1.97571443486959,"0","S1"
1.66762861562893,2.2042401204817,"0","S1"
0,1.48118539946154,"0","S1"
0.910514778457582,2.4341166834347,"0","S1"
1.52831789292395,3.4713333947584,"0","S1"
0,0.679776704404503,"0","S1"
1.25469199614599,3.07302010571584,"0","S1"
0.801086275838315,2.46291605010629,"0","S1"
0,1.6999439643696,"0","S1"
0.391146391164511,2.01011729799211,"0","S1"
0.776343887206167,1.72094667004421,"0","S1"
0,1.68911888357252,"0","S1"
0.660719783045352,2.54282221291214,"0","S1"
0.793340788688511,1.19984475616366,"0","S1"
0,0.946109829470515,"0","S1"
0,1.29558599600568,"0","S1"
0.129680895246565,1.73041161103174,"0","S1"
2.17029358725995,Inf,"0","S1"
0.582689207978547,1.15298388432711,"0","S1"
1.13975679548457,2.97229081206024,"0","S1"
2.45163568807766,3.20542962197214,"0","S1"
2.7127734250389,3.71284016594291,"0","S1"
1.94773263530806,3.36780727328733,"0","S1"
0.613793611526489,2.37468492798507,"0","S1"
0.365700972732157,2.20044622570276,"0","S1"
2.73186393780634,Inf,"0","S1"
1.79828267544508,3.34177438542247,"0","S1"
0,0.988380258902907,"0","S1"
0,1.3931057471782,"0","S1"
1.21758244698867,2.35292756045237,"0","S1"
2.30861073033884,3.28674861043692,"0","S1"
2.82879478484392,Inf,"0","S1"
1.74043748434633,2.51560153393075,"0","S1"
1.53852524841204,3.1981103438884,"0","S1"
