"l","u","trt","strata"
1.58486762037501,3.37636410724372,"0","S1"
1.75783386453986,Inf,"0","S1"
2.31680293148383,3.89286322426051,"0","S1"
0.567371721379459,1.82448253361508,"0","S1"
1.65520660579205,2.02862640330568,"0","S1"
1.66221674066037,3.19342282088473,"0","S1"
2.34522908227518,3.96199741354212,"0","S1"
0,1.58139313012362,"0","S1"
1.27480047661811,2.21515523782,"0","S1"
0,1.71452138246968,"0","S1"
0.397043120115995,2.07592002861202,"0","S1"
0.23767484119162,1.82010176358745,"0","S1"
0,0.427660912275314,"0","S1"
1.64642054168507,Inf,"0","S1"
1.53477534279227,2.86710287816823,"0","S1"
0,1.15464561944827,"0","S1"
1.54176554270089,2.17035019723698,"0","S1"
1.55620214808732,3.3457393287681,"0","S1"
3.2089099236764,4.89263712381944,"0","S1"
0.372397641185671,2.21412225533277,"0","S1"
0.570816397666931,2.40989524219185,"0","S1"
0.72487668087706,1.85871465969831,"0","S1"
1.84627761598676,2.78172134421766,"0","S1"
0.348742558155209,1.93007224658504,"0","S1"
2.92354014329612,3.78675893042237,"0","S1"
0.455393769778311,1.95637929439545,"0","S1"
1.81389834685251,2.83862428832799,"0","S1"
0,1.95416584284976,"0","S1"
1.36271585011855,2.39982098573819,"0","S1"
0,0.970379872713238,"0","S1"
1.46110658533871,3.03906212793663,"0","S1"
0.728932339232415,1.62812106870115,"0","S1"
0,1.77711220039055,"0","S1"
0.0309745604172349,0.569800465833396,"0","S1"
2.40948828868568,Inf,"0","S1"
0,1.46259463299066,"0","S1"
0,1.56791102327406,"0","S1"
0.0685311937704682,1.44968234468251,"0","S1"
0.772112963721156,1.90666345879436,"0","S1"
2.11745336884633,3.12143861595541,"0","S1"
1.09535607136786,2.68862262694165,"0","S1"
2.41559683997184,3.69699217285961,"0","S1"
1.25086475070566,2.83562574349344,"0","S1"
0.385785802267492,1.12204887764528,"0","S1"
1.55318902106956,Inf,"0","S1"
1.95228674821556,2.88544907001778,"0","S1"
0.127422456629574,1.81925799744204,"0","S1"
0,1.3427080004476,"0","S1"
0,1.60227386001498,"0","S1"
2.43153648078442,3.24731657002121,"0","S1"
0.368699773214757,2.28054939117283,"0","S1"
0,1.53067307174206,"0","S1"
0,0.92128539364785,"0","S1"
2.25393564905971,Inf,"0","S1"
4.25765515072271,5.96626399178058,"0","S1"
0,1.42893743421882,"0","S1"
2.35888268100098,4.10023078229278,"0","S1"
1.60686035361141,2.76221691025421,"0","S1"
1.57058752048761,3.55392860574648,"0","S1"
0.854942907579243,2.8064672537148,"0","S1"
1.96634405804798,3.75941567122936,"0","S1"
0,0.910595481283963,"0","S1"
0,0.217381035443395,"0","S1"
0,1.9510327973403,"0","S1"
1.55877514416352,3.50293901283294,"0","S1"
1.84404206555337,3.17485129274428,"0","S1"
1.35334794130176,2.1212416421622,"0","S1"
1.89316993532702,3.56060623284429,"0","S1"
0,1.68718532798812,"0","S1"
0.122015675064176,1.98082776507363,"0","S1"
0,1.74078786792234,"0","S1"
0,1.71766019798815,"0","S1"
0.615014189388603,1.56085366848856,"0","S1"
2.37669500801712,4.20023434795439,"0","S1"
0,1.65614502085373,"0","S1"
0,0.916790151968598,"0","S1"
0.989374560769647,2.34341185260564,"0","S1"
0.778502028435469,2.04971245955676,"0","S1"
1.28946352843195,2.37670108722523,"0","S1"
0,1.93476360244676,"0","S1"
1.71622635377571,2.90572578413412,"0","S1"
0,1.83723371103406,"0","S1"
0.850401236210018,1.92179748322815,"0","S1"
3.04791908012703,4.43336645700037,"0","S1"
2.69308838993311,4.68730252701789,"0","S1"
1.52316146157682,3.41953259939328,"0","S1"
1.10204387176782,2.95700070960447,"0","S1"
0,1.85266904998571,"0","S1"
1.53312936192378,3.05094128567725,"0","S1"
1.028342588339,3.02717500459403,"0","S1"
0.651076230220497,2.20157018397003,"0","S1"
0,1.57271153479815,"0","S1"
0.676800556946546,1.8034027647227,"0","S1"
0.722456494346261,2.62174549186602,"0","S1"
2.03716370742768,3.75273778382689,"0","S1"
3.07999273110181,4.5732181626372,"0","S1"
3.24175069853663,Inf,"0","S1"
1.07040156191215,2.7974277799949,"0","S1"
0,1.50341054052114,"0","S1"
1.13107984652743,2.53011579113081,"0","S1"
1.39694123296067,1.77362028136849,"0","S1"
0.340426942333579,1.66846834123135,"0","S1"
3.1992901256308,Inf,"0","S1"
1.56580485310405,3.07481340039521,"0","S1"
0.367960917297751,2.1706659370102,"0","S1"
0.500378097873181,2.11538732517511,"0","S1"
1.35190947726369,2.99828830128536,"0","S1"
2.4184442171827,Inf,"0","S1"
0.702165698632598,1.59416989656165,"0","S1"
1.06608996726573,2.93374843755737,"0","S1"
1.85184448724613,3.07800571713597,"0","S1"
0.474249083548784,1.1357533200644,"0","S1"
1.48067440558225,2.64004228776321,"0","S1"
0,1.05441108345985,"0","S1"
0.17468827823177,1.63556460198015,"0","S1"
1.64422548376024,2.31813795585185,"0","S1"
0.485951927024871,1.78591729560867,"0","S1"
0.57993490062654,1.83534019673243,"0","S1"
0,1.35911228787154,"0","S1"
1.05783297447488,2.06588150328025,"0","S1"
0.9325857530348,1.57593670580536,"0","S1"
0,1.43516256008297,"0","S1"
0.437572632916272,0.930963055230677,"0","S1"
0,1.41679492359981,"0","S1"
0,0.986820782534778,"0","S1"
0.314659751020372,1.99672274431214,"0","S1"
0,1.73074719356373,"0","S1"
0,1.68604359636083,"0","S1"
1.77806115942076,3.39575455943123,"0","S1"
0,1.85399843938649,"0","S1"
0.742495337501168,2.48102566367015,"0","S1"
1.63521122001112,1.77018362656236,"0","S1"
0.886508089490235,2.53624310530722,"0","S1"
1.4039643057622,3.03731214953586,"0","S1"
0,0.198778588790447,"0","S1"
1.44225732516497,3.20962871331722,"0","S1"
0.470959120430052,1.58708618907258,"0","S1"
0,1.7662073909305,"0","S1"
0,1.54085831623524,"0","S1"
0,1.82927393959835,"0","S1"
1.48346700752154,2.2061266140081,"0","S1"
1.67432982474566,Inf,"0","S1"
1.33776385290548,2.94529344281182,"0","S1"
0,1.3440106944181,"0","S1"
0,1.76466265320778,"0","S1"
0,1.30987222865224,"0","S1"
1.11026812763885,2.48045103112236,"0","S1"
0,1.57709136791527,"0","S1"
0.0796535834670067,1.69079253589734,"0","S1"
0.933958603069186,2.62291188538074,"0","S1"
0,1.09169114660472,"0","S1"
2.12612345162779,2.63723211502656,"0","S1"
1.98040707828477,3.93409779062495,"0","S1"
2.01550055714324,3.87891229474917,"0","S1"
0,1.72509505040944,"0","S1"
0.196191995404661,2.08319057943299,"0","S1"
2.06454611336812,2.87122426368296,"0","S1"
1.09474936220795,2.53842625627294,"0","S1"
1.25240913033485,3.2509681135416,"0","S1"
1.42397501971573,2.43228241335601,"0","S1"
0,1.52958337031305,"0","S1"
0,1.64240482822061,"0","S1"
0.364337559323758,2.0979693713598,"0","S1"
0,0.992022006772459,"0","S1"
0.500806312076747,2.1730515784584,"0","S1"
0,1.91897664638236,"0","S1"
0.83901904663071,2.64078437536955,"0","S1"
2.01966675231233,Inf,"0","S1"
0,1.14752727234736,"0","S1"
1.10311076464131,1.75759375933558,"0","S1"
0,1.90406936733052,"0","S1"
0.109175018500537,0.719916669186205,"0","S1"
0,1.13639476243407,"0","S1"
1.88804940087721,3.63295148126781,"0","S1"
0,1.78989954292774,"0","S1"
3.02749140374362,Inf,"0","S1"
0.135460956953466,1.81687400629744,"0","S1"
1.24526786757633,2.26116462843493,"0","S1"
0,1.39966822462156,"0","S1"
0,1.30585462925956,"0","S1"
0,1.74587253760546,"0","S1"
2.88278951030225,Inf,"0","S1"
0.301762333139777,1.0399436452426,"0","S1"
0.797283300198615,1.60776082100347,"0","S1"
2.8135822089389,4.48561308905482,"0","S1"
2.03048272058368,Inf,"0","S1"
0,1.66884973691776,"0","S1"
1.85837850999087,2.92525222850963,"0","S1"
0.84190144110471,2.42314204806462,"0","S1"
1.11758106248453,2.68578669661656,"0","S1"
0,1.56493143923581,"0","S1"
2.53160533774644,Inf,"0","S1"
0.146695684175938,1.09367985464633,"0","S1"
0,0.206108029931784,"0","S1"
0.941591304261237,2.18943197000772,"0","S1"
0,0.85200702259317,"0","S1"
3.80530983349308,Inf,"0","S1"
1.85838688770309,3.78303207829595,"0","S1"
1.12849058490247,2.00704509019852,"0","S1"
1.62030795682222,2.50288403267041,"0","S1"
0,1.5952654723078,"1","S1"
0,1.5468915309757,"1","S1"
1.22873331280425,2.91123940609396,"1","S1"
1.67648679763079,2.71913274237886,"1","S1"
0,1.95814090128988,"1","S1"
0,1.25068065011874,"1","S1"
0,1.26024584518746,"1","S1"
0,1.68835037155077,"1","S1"
0,1.34190306114033,"1","S1"
2.84855767339468,4.25250478228554,"1","S1"
1.71425695717335,3.55606577033177,"1","S1"
1.62307451339439,2.68609998514876,"1","S1"
0.872799193952233,2.83806636976078,"1","S1"
1.49791851080954,2.8149154484272,"1","S1"
0.26427773758769,2.0517668761313,"1","S1"
0,0.776961200870574,"1","S1"
0,1.2506138314493,"1","S1"
0,1.48689711745828,"1","S1"
0.488631433341652,2.0079926867038,"1","S1"
0,1.69814633205533,"1","S1"
2.77581360330805,Inf,"1","S1"
0.11839516274631,1.82809025468305,"1","S1"
1.04557863296941,2.28489012783393,"1","S1"
0.612930117640644,2.13968034414575,"1","S1"
0.257341909222305,2.05301209259778,"1","S1"
0,1.5334408688359,"1","S1"
1.04419687669724,2.07561362208799,"1","S1"
0,0.863983587361872,"1","S1"
1.93532658088952,2.33336623338982,"1","S1"
0,1.84929263684899,"1","S1"
0.989493830595165,1.34999227710068,"1","S1"
1.02549544721842,2.62968394299969,"1","S1"
0.386000181548297,1.49792214110494,"1","S1"
0,1.47068994771689,"1","S1"
1.63656072318554,2.41551472200081,"1","S1"
1.24477133015171,2.09195390436798,"1","S1"
0,1.78700934769586,"1","S1"
0.347637032624334,1.95352050475776,"1","S1"
1.08494541002437,2.47444286383688,"1","S1"
0,1.18471238017082,"1","S1"
0,1.97043620282784,"1","S1"
0,1.47044546343386,"1","S1"
0.289021905977279,1.92028179671615,"1","S1"
0,1.81078656483442,"1","S1"
0,1.25622562970966,"1","S1"
1.55016224598512,3.54972615325823,"1","S1"
0.0983209973201156,0.861090986523777,"1","S1"
1.04899873118848,1.23867140384391,"1","S1"
0.355578502174467,1.61824077507481,"1","S1"
1.02875040424988,2.15142468828708,"1","S1"
0.643300610594451,1.57789680175483,"1","S1"
1.96672699181363,2.59189968090504,"1","S1"
2.90112877637148,Inf,"1","S1"
0.765271722804755,1.55503630079329,"1","S1"
0,0.970093936659396,"1","S1"
0.747959278058261,1.32988088810816,"1","S1"
1.66818877775222,3.42479831818491,"1","S1"
1.83376032207161,3.67298197839409,"1","S1"
0,1.24503049813211,"1","S1"
0,1.64908742718399,"1","S1"
0,1.31891354871914,"1","S1"
0.21547385584563,1.59358099661767,"1","S1"
1.05357701797038,1.38676881464198,"1","S1"
0,0.917598498985171,"1","S1"
0.766363059170544,2.38518778327852,"1","S1"
0,1.94798767054453,"1","S1"
0,1.75136668561026,"1","S1"
0,0.993452130816877,"1","S1"
0.639453736133873,1.8268842487596,"1","S1"
0.742109306156635,2.60522811580449,"1","S1"
1.9376108366996,3.58799150492996,"1","S1"
0,1.40200501866639,"1","S1"
0,0.959478793200105,"1","S1"
0.471163899637759,1.54522276902571,"1","S1"
1.02414761949331,1.76713750790805,"1","S1"
1.92804045742378,3.65824239235371,"1","S1"
0.453871315345168,2.1084418753162,"1","S1"
1.92372162500396,2.34828834049404,"1","S1"
1.26138188643381,2.38775858702138,"1","S1"
1.96125177573413,3.58552412129939,"1","S1"
0.770388245116919,0.826695383526385,"1","S1"
1.19406500412151,2.43692655488849,"1","S1"
0,1.25848887534812,"1","S1"
0.963564280420542,2.21158060757443,"1","S1"
0.863924369215965,1.83232705760747,"1","S1"
1.05993119208142,2.9809014685452,"1","S1"
1.43811205262318,2.08993110526353,"1","S1"
0,1.86964588006958,"1","S1"
0,1.52832957543433,"1","S1"
0.746425400022417,2.52830090513453,"1","S1"
0.210911855101585,0.807677676901221,"1","S1"
1.00713531905785,1.70083295786753,"1","S1"
1.01686678547412,1.63331858161837,"1","S1"
1.23785500461236,3.14464299567044,"1","S1"
1.68179724924266,3.01732897618786,"1","S1"
0,1.36679225182161,"1","S1"
0,1.49895987147465,"1","S1"
1.30842464091256,1.99969567731023,"1","S1"
0,1.60917955311015,"1","S1"
1.56663619494066,2.98572534462437,"1","S1"
0.689191873650998,1.44514876650646,"1","S1"
1.47641419805586,2.50248436024413,"1","S1"
1.67667828546837,2.47286464925855,"1","S1"
0,1.12818259745836,"1","S1"
1.24975971551612,2.16008650371805,"1","S1"
0,1.58889131527394,"1","S1"
0,0.910001943819225,"1","S1"
0,0.963709452189505,"1","S1"
1.26765938242897,1.90740968100727,"1","S1"
2.43001119093969,3.26381524885073,"1","S1"
0.0374908586964011,1.4339575744234,"1","S1"
0,1.67309928638861,"1","S1"
0,1.44885694002733,"1","S1"
0,1.37205471796915,"1","S1"
1.87012204993516,3.26878463802859,"1","S1"
0,1.67802598839626,"1","S1"
0,1.95116017200053,"1","S1"
2.4207219351083,3.8684504549019,"1","S1"
0.934792509302497,2.12066128896549,"1","S1"
0,1.30898485099897,"1","S1"
0,0.919103314168751,"1","S1"
0,1.92023353045806,"1","S1"
