"l","u","trt"
0,1.21228692505974,"0"
0.607270343578421,1.89473935158458,"0"
0.381548303528689,1.67151444463525,"0"
0,1.00995722820517,"0"
3.38064986548852,4.07887256029062,"0"
2.94839312403928,4.1410538458731,"0"
1.18618752644397,2.58134523150511,"0"
2.21963076281827,Inf,"0"
1.96738866926171,Inf,"0"
1.72090291092172,2.68902172346134,"0"
0.70236003678292,2.16866783041041,"0"
0,1.28498790459707,"0"
0.570891682407819,1.00324377394281,"0"
0.34868461615406,0.752118034637533,"0"
4.03425007103942,Inf,"0"
1.76761152909603,2.97893928887788,"0"
1.85056176222861,2.96308208489791,"0"
1.57868836226407,Inf,"0"
0.106116212904453,0.926999707007781,"0"
1.40318178967573,2.63436009711586,"0"
0,1.08982076507527,"0"
0.709473199211061,1.27773424785119,"0"
2.15189294947777,2.92224634811282,"0"
1.7398610530654,Inf,"0"
0,1.3781582446536,"0"
0,0.985218103858642,"0"
1.65075404278468,3.03310458327178,"0"
0,1.38893078116234,"0"
2.83390589011833,Inf,"0"
0,1.35809811099898,"0"
1.37604612519499,2.56551232771017,"0"
1.83485659200232,3.22436330665369,"0"
0.154716723365709,1.56009607028682,"0"
0,0.72280514636077,"0"
1.93839598086197,2.53444041183684,"0"
1.59453478851356,2.47569587558974,"0"
1.81080051348545,3.05120759981219,"0"
0.82647414598614,2.07402900746092,"0"
0.777384307701141,1.87537212786265,"0"
0,1.24815655045677,"0"
1.75089134811424,Inf,"0"
1.35534713265952,2.60864371550269,"0"
1.40136895340402,2.23216301877983,"0"
0,1.26757900498342,"0"
1.54477606283035,Inf,"0"
2.39883639360778,Inf,"0"
1.33799273951445,2.60841161641292,"0"
1.40863622829784,2.06986254604999,"0"
1.38886664737947,2.83899847045541,"0"
1.54221134155523,2.40658773772884,"0"
2.11354325059801,2.80795434233733,"0"
1.8150290704798,2.18327529262751,"0"
2.66082165401895,2.86206833773758,"0"
0,1.1350293540163,"0"
0.802577001624741,1.92214870126918,"0"
1.10350791981909,Inf,"0"
0,1.45297834149096,"0"
1.65386344247963,2.71364247403108,"0"
0.710284175234847,Inf,"0"
2.2835129579762,3.3158547518542,"0"
1.54482226562686,2.91549300577026,"0"
2.65021884860471,Inf,"0"
1.16861529950984,Inf,"0"
0,1.19132464646827,"0"
1.18330897169653,2.58747714583296,"0"
2.27316909783985,3.08450684894342,"0"
1.33279808261432,1.64285021822434,"0"
2.63513024803251,Inf,"0"
0.952058529714122,1.85008253494743,"0"
1.09176863310859,2.14760504721198,"0"
0.721465932321735,1.82983582257293,"0"
0.961169555434026,2.07701560633723,"0"
0.766966336872429,2.11059571627993,"0"
1.11790285119787,2.4949379718164,"0"
2.20083011803217,2.99664588610176,"0"
2.32861756836064,2.7471718378365,"0"
0,1.11931471608113,"0"
1.4318487594137,2.21495136106387,"0"
3.99792553845327,Inf,"0"
2.71542926982511,4.05344941746444,"0"
0.888125392491929,1.89909547450952,"0"
2.43122475058772,Inf,"0"
0.970508156809956,1.67110167292412,"0"
0.746508948155679,2.23804839339573,"0"
1.57920507795643,2.23359726124909,"0"
1.07703889638651,2.33347067038994,"0"
3.67290219431743,Inf,"0"
3.02605524938554,4.22131691558752,"0"
0,0.300407540635206,"0"
0.304197355289944,1.61501299683005,"0"
1.49262115394231,Inf,"0"
2.44283408217598,3.76052332785912,"0"
2.50087702379096,3.41690545692109,"0"
2.47054879087955,Inf,"0"
0.915905146161094,2.29957793920767,"0"
2.58987258758862,Inf,"0"
2.34062590403482,3.44750464777462,"0"
1.36880569753703,2.31087597704027,"0"
2.39843276306055,3.49117801222019,"0"
0.958380902884528,1.98661922849715,"0"
0.227510364144109,1.34742699551862,"0"
2.17622028035112,3.63946414296515,"0"
0.139973283628933,1.2524857360404,"0"
0.900365644600242,1.84669608226977,"0"
2.04983058501966,Inf,"0"
1.06036704475991,2.35280147229787,"0"
0,0.612534217885695,"0"
1.75054083124269,2.73663545271847,"0"
1.35781096445862,2.56537581200246,"0"
1.18988372152671,2.01445978169795,"0"
1.51833724288736,2.87443270348012,"0"
1.62470224290155,Inf,"0"
1.80793037486728,3.26190197397955,"0"
0.380041678086855,1.76931015495211,"0"
0,1.42286905366927,"0"
2.30743251135573,2.65792759065516,"0"
1.28352546121459,2.35752756509464,"0"
2.77626200742088,Inf,"0"
0.775818188209087,1.50949917419348,"0"
1.01676102611236,1.49301714613102,"0"
0,1.28385625267401,"0"
1.11604963405989,2.45956514636055,"0"
1.52427613560576,2.89414670225233,"0"
2.58146368630696,3.4594556131633,"0"
1.35689384245779,2.55487357126549,"0"
0.28785933740437,1.05274727800861,"0"
1.12920340395067,2.59790323313791,"0"
2.93103830551263,Inf,"0"
1.1492031281814,2.09844140417408,"0"
0.64550911844708,1.30382122588344,"0"
0.757131705991924,1.24337986519095,"0"
2.79918843624182,Inf,"0"
1.82517500105314,Inf,"0"
1.32096022646874,2.52042911981698,"0"
0.867893696646206,2.29184927267488,"0"
1.32403053017333,2.3070292964112,"0"
2.29364257282577,Inf,"0"
1.16733166901395,2.34360822220333,"0"
0,1.16208921535872,"0"
0.752657535136677,2.11928810016252,"0"
2.70601571677253,Inf,"0"
0,1.17709124379326,"0"
1.57635455997661,2.98788760579191,"0"
1.96311440190766,2.83638608304318,"0"
0,1.49023592378944,"0"
2.55882405687589,Inf,"0"
1.49198265268933,2.20748575776815,"0"
0,0.40695280150976,"0"
0.212110717780888,1.54641316062771,"0"
1.03829105396289,1.58787111926358,"0"
0.432671688613482,1.85255141439848,"0"
2.66157291526906,3.02173437131569,"0"
0.26186853996478,0.800766398780979,"0"
0,1.43012924585491,"0"
0.629749745246954,1.81833604874555,"0"
1.4656203284394,2.5256006999407,"0"
1.45666091667954,2.95044356910512,"0"
1.62540340935811,3.07368678739294,"0"
1.13599276752211,2.3540913972538,"0"
2.12518062454183,Inf,"0"
3.21684217778966,Inf,"0"
3.18341382185463,Inf,"0"
2.45551565405913,Inf,"0"
0,0.308508080779575,"0"
2.75977360457182,Inf,"0"
2.76171746151522,Inf,"0"
1.08239548048005,2.1234675552696,"0"
0.800871051731519,1.69005722890142,"0"
2.16872335737571,2.79386798583437,"0"
0.643169319606386,1.81863260816317,"0"
1.93135982367676,2.90613883500919,"0"
2.00508533406537,Inf,"0"
1.30903235287406,2.33957362279762,"0"
1.40345155913383,2.31460801907815,"0"
2.9849996091798,Inf,"0"
1.50773170148022,Inf,"0"
0,0.763925692532212,"0"
1.17055862804409,1.7401551551884,"0"
0.994207136915065,1.71148303931113,"0"
1.69490054890048,2.77410203358158,"0"
0,0.868680020445026,"0"
1.54342081909999,Inf,"0"
1.98288471973501,3.15547687013168,"0"
2.9767496479908,Inf,"0"
1.82130952784792,2.96073240798432,"0"
1.88984852645081,2.57387924718205,"0"
2.84632237628102,3.56956607813481,"0"
3.32215546793304,4.6145624765195,"0"
0,1.39452613668982,"0"
2.55566515680403,3.60244973190129,"0"
0.41102440666873,1.62960225320421,"0"
1.32233442866709,2.81948197900783,"0"
0,0.820326217683032,"0"
1.06236962601542,2.18671526445542,"0"
0.99546331143938,1.68658063549083,"0"
1.50644762674347,2.98893377382774,"0"
2.49380152963568,3.6846908001462,"0"
2.03170374780893,Inf,"0"
0,1.24765848100651,"0"
1.48112439969555,Inf,"0"
0.579274490126409,1.59591615130194,"1"
1.6362868307624,3.03445632965304,"1"
2.11034241341986,3.02517532452475,"1"
1.20185129600577,1.5385279355105,"1"
1.51386442012154,Inf,"1"
1.25831649766769,1.36931554670446,"1"
0,1.26240180933382,"1"
0,1.19639577472117,"1"
1.55368417175487,Inf,"1"
0.511090187821537,0.944003640906885,"1"
1.56228178914171,2.18812953145243,"1"
1.40787928481586,1.9448709654389,"1"
0.194867526297458,1.02201058343053,"1"
0.958708007703535,2.34503885696176,"1"
1.56202427402604,3.02712900994811,"1"
1.95939813600853,2.56926277116872,"1"
2.08207589329686,3.26295970345382,"1"
2.00952567311469,2.1961896030698,"1"
0.817929509212263,0.931916724191979,"1"
1.45630869967863,2.12504433270078,"1"
1.88663401210215,2.94591776782181,"1"
2.12122542655561,3.10721375886351,"1"
1.96959100698587,Inf,"1"
0,1.29113162937574,"1"
0,1.40656875295099,"1"
1.99775439372752,3.48673798853997,"1"
1.11620693933219,1.8380530300783,"1"
